,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,LoanAmount_log,ApplicantIncome_log,Loan_Status
115,LP001401,1,1,1,0,0,14583,0.0,185.0,180.0,1.0,0,5.220355825078324,9.587611745713565,1
116,LP001404,0,1,0,0,0,3167,2283.0,154.0,360.0,1.0,1,5.0369526024136295,8.06054004653864,1
117,LP001405,1,1,1,0,0,2214,1398.0,85.0,360.0,1.0,2,4.442651256490317,7.7025561132685825,1
118,LP001421,1,1,0,0,0,5568,2142.0,175.0,360.0,1.0,0,5.1647859739235145,8.624791202014256,0
119,LP001422,0,0,0,0,0,10408,0.0,259.0,360.0,1.0,2,5.556828061699537,9.250330020192342,1
120,LP001426,1,1,0,0,0,5667,2667.0,180.0,360.0,1.0,0,5.19295685089021,8.64241515616962,1
121,LP001430,0,0,0,0,0,4166,0.0,44.0,360.0,1.0,1,3.784189633918261,8.334711621820917,1
122,LP001431,0,0,0,0,0,2137,8980.0,137.0,360.0,0.0,1,4.919980925828125,7.667158255319148,1
123,LP001432,1,1,2,0,0,2957,0.0,81.0,360.0,1.0,1,4.394449154672439,7.9919305198524775,1
124,LP001439,1,1,0,1,0,4300,2014.0,194.0,360.0,1.0,0,5.267858159063328,8.366370301681654,1
125,LP001443,0,0,0,0,0,3692,0.0,93.0,360.0,1.0,0,4.532599493153256,8.213923595622743,1
126,LP001448,1,1,3,0,0,23803,0.0,370.0,360.0,1.0,0,5.91350300563827,10.077566902136047,1
127,LP001449,1,0,0,0,0,3865,1640.0,130.0,360.0,1.0,0,4.867534450455582,8.259716961021523,1
128,LP001451,1,1,1,0,1,10513,3850.0,160.0,180.0,0.0,2,5.075173815233827,9.26036786557583,0
129,LP001465,1,1,0,0,0,6080,2569.0,182.0,360.0,1.0,0,5.204006687076795,8.712759974960212,0
130,LP001469,1,0,0,0,1,20166,0.0,650.0,480.0,1.0,2,6.476972362889683,9.91175329695316,1
131,LP001473,1,0,0,0,0,2014,1929.0,74.0,360.0,1.0,2,4.30406509320417,7.607878073278507,1
132,LP001478,1,0,0,0,0,2718,0.0,70.0,360.0,1.0,1,4.248495242049359,7.907651594711089,1
133,LP001482,1,1,0,0,1,3459,0.0,25.0,120.0,1.0,1,3.2188758248682006,8.148734808937169,1
134,LP001487,1,0,0,0,0,4895,0.0,102.0,360.0,1.0,1,4.624972813284271,8.49596955496461,1
135,LP001488,1,1,3,0,0,4000,7750.0,290.0,360.0,1.0,1,5.66988092298052,8.294049640102028,0
136,LP001489,0,1,0,0,0,4583,0.0,84.0,360.0,1.0,0,4.430816798843313,8.430109084509125,0
137,LP001491,1,1,2,0,1,3316,3500.0,88.0,360.0,1.0,2,4.477336814478207,8.106514516255185,1
138,LP001492,1,0,0,0,0,14999,0.0,242.0,360.0,0.0,1,5.488937726156687,9.61573881119536,0
139,LP001493,1,1,2,1,0,4200,1430.0,129.0,360.0,1.0,0,4.859812404361672,8.34283980427146,0
140,LP001497,1,1,2,0,0,5042,2083.0,185.0,360.0,1.0,0,5.220355825078324,8.525558107747866,0
141,LP001498,1,0,0,0,0,5417,0.0,168.0,360.0,1.0,2,5.123963979403259,8.597297435657898,1
142,LP001504,1,0,0,0,1,6950,0.0,175.0,180.0,1.0,1,5.1647859739235145,8.846496938558838,1
143,LP001507,1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,1,4.804021044733257,7.900266036767701,1
144,LP001508,1,1,2,0,0,11757,0.0,187.0,180.0,1.0,2,5.231108616854587,9.372204086867741,1
145,LP001514,0,1,0,0,0,2330,4486.0,100.0,360.0,1.0,1,4.605170185988092,7.753623546559746,1
146,LP001516,0,1,2,0,0,14866,0.0,70.0,360.0,1.0,2,4.248495242049359,9.60683200528524,1
147,LP001518,1,1,1,0,0,1538,1425.0,30.0,360.0,1.0,2,3.4011973816621555,7.338238150065589,1
148,LP001519,0,0,0,0,0,10000,1666.0,225.0,360.0,1.0,0,5.41610040220442,9.210340371976184,0
149,LP001520,1,1,0,0,0,4860,830.0,125.0,360.0,1.0,1,4.8283137373023015,8.48879371689454,1
150,LP001528,1,0,0,0,0,6277,0.0,118.0,360.0,0.0,0,4.770684624465665,8.744647438317532,0
151,LP001529,1,1,0,0,1,2577,3750.0,152.0,360.0,1.0,0,5.0238805208462765,7.854381210652365,1
152,LP001531,1,0,0,0,0,9166,0.0,244.0,360.0,1.0,2,5.497168225293202,9.123256265069069,0
153,LP001532,1,1,2,1,0,2281,0.0,113.0,360.0,1.0,0,4.727387818712341,7.732369222284388,0
154,LP001535,1,0,0,0,0,3254,0.0,50.0,360.0,1.0,2,3.912023005428146,8.087640287778983,1
155,LP001536,1,1,3,0,0,39999,0.0,600.0,180.0,0.0,1,6.396929655216146,10.596609732783568,1
156,LP001541,1,1,1,0,0,6000,0.0,160.0,360.0,1.0,0,5.075173815233827,8.699514748210191,1
157,LP001543,1,1,1,0,0,9538,0.0,187.0,360.0,1.0,2,5.231108616854587,9.16303909885817,1
158,LP001546,1,0,0,0,0,2980,2083.0,120.0,360.0,1.0,0,4.787491742782046,7.9996785794994505,1
159,LP001552,1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,1,5.541263545158426,8.430109084509125,1
160,LP001560,1,1,0,1,0,1863,1041.0,98.0,360.0,1.0,1,4.584967478670572,7.529943370601589,1
161,LP001562,1,1,0,0,0,7933,0.0,275.0,360.0,1.0,2,5.616771097666572,8.978786553302003,0
162,LP001565,1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,1,4.795790545596741,8.035602692918582,0
163,LP001570,1,1,2,0,0,4167,1447.0,158.0,360.0,1.0,0,5.062595033026967,8.334951631422454,1
164,LP001572,1,1,0,0,0,9323,0.0,75.0,180.0,1.0,2,4.31748811353631,9.140239744296693,1
165,LP001574,1,1,0,0,0,3707,3166.0,182.0,360.0,1.0,0,5.204006687076795,8.217978203150732,1
166,LP001577,0,1,0,0,0,4583,0.0,112.0,360.0,1.0,0,4.718498871295094,8.430109084509125,0
167,LP001578,1,1,0,0,0,2439,3333.0,129.0,360.0,1.0,0,4.859812404361672,7.79934339821592,1
168,LP001579,1,0,0,0,0,2237,0.0,63.0,480.0,0.0,1,4.143134726391533,7.71289096149013,0
169,LP001580,1,1,2,0,0,8000,0.0,200.0,360.0,1.0,1,5.298317366548036,8.987196820661973,1
170,LP001581,1,1,0,1,0,1820,1769.0,95.0,360.0,1.0,0,4.553876891600541,7.506591780070841,1
171,LP001585,1,1,3,0,0,51763,0.0,700.0,300.0,1.0,2,6.551080335043404,10.854430887309706,1
172,LP001586,1,1,3,1,0,3522,0.0,81.0,180.0,1.0,0,4.394449154672439,8.166784289056151,0
173,LP001594,1,1,0,0,0,5708,5625.0,187.0,360.0,1.0,1,5.231108616854587,8.649623978596727,1
174,LP001603,1,1,0,1,1,4344,736.0,87.0,360.0,1.0,1,4.465908118654584,8.37655086161377,0
175,LP001606,1,1,0,0,0,3497,1964.0,116.0,360.0,1.0,0,4.7535901911063645,8.159660737063376,1
176,LP001608,1,1,2,0,0,2045,1619.0,101.0,360.0,1.0,0,4.61512051684126,7.623153068476902,1
177,LP001610,1,1,3,0,0,5516,11300.0,495.0,360.0,0.0,1,6.20455776256869,8.615408238913192,0
178,LP001616,1,1,1,0,0,3750,0.0,116.0,360.0,1.0,1,4.7535901911063645,8.229511118964457,1
179,LP001630,1,0,0,1,0,2333,1451.0,102.0,480.0,0.0,2,4.624972813284271,7.75491027202143,0
180,LP001633,1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,2,5.19295685089021,8.764053269347762,0
181,LP001634,1,0,0,0,0,1916,5063.0,67.0,360.0,1.0,0,4.204692619390966,7.557994958530806,0
182,LP001636,1,1,0,0,0,4600,0.0,73.0,180.0,1.0,1,4.290459441148391,8.433811582477187,1
183,LP001637,1,1,1,0,0,33846,0.0,260.0,360.0,1.0,1,5.560681631015528,10.429576102968031,0
184,LP001639,0,1,0,0,0,3625,0.0,108.0,360.0,1.0,1,4.68213122712422,8.195609567288775,1
185,LP001640,1,1,0,0,1,39147,4750.0,120.0,360.0,1.0,1,4.787491742782046,10.575079070130357,1
186,LP001641,1,1,1,0,1,2178,0.0,66.0,300.0,0.0,0,4.189654742026425,7.686162303492906,0
187,LP001643,1,1,0,0,0,2383,2138.0,58.0,360.0,1.0,0,4.060443010546419,7.776115477098742,1
188,LP001644,1,1,0,0,1,674,5296.0,168.0,360.0,1.0,0,5.123963979403259,6.513230110912307,1
189,LP001647,1,1,0,0,0,9328,0.0,188.0,180.0,1.0,0,5.236441962829949,9.140775908590273,1
190,LP001653,1,0,0,1,0,4885,0.0,48.0,360.0,1.0,0,3.871201010907891,8.493924564476883,1
191,LP001656,1,0,0,0,0,12000,0.0,164.0,360.0,1.0,1,5.099866427824199,9.392661928770137,0
192,LP001657,1,1,0,1,0,6033,0.0,160.0,360.0,1.0,2,5.075173815233827,8.704999678440762,0
193,LP001658,1,0,0,0,0,3858,0.0,76.0,360.0,1.0,1,4.330733340286331,8.257904193465674,1
194,LP001664,1,0,0,0,0,4191,0.0,120.0,360.0,1.0,0,4.787491742782046,8.340694647925071,1
195,LP001665,1,1,1,0,0,3125,2583.0,170.0,360.0,1.0,1,5.135798437050262,8.047189562170502,0
196,LP001666,1,0,0,0,0,8333,3750.0,187.0,360.0,1.0,0,5.231108616854587,9.027978814382207,1
197,LP001669,0,0,0,1,0,1907,2365.0,120.0,360.0,1.0,2,4.787491742782046,7.553286605600419,1
198,LP001671,0,1,0,0,0,3416,2816.0,113.0,360.0,1.0,1,4.727387818712341,8.13622555490846,1
199,LP001673,1,0,0,0,1,11000,0.0,83.0,360.0,1.0,2,4.418840607796598,9.305650551780507,0
200,LP001674,1,1,1,1,0,2600,2500.0,90.0,360.0,1.0,1,4.499809670330265,7.8632667240095735,1
201,LP001677,1,0,2,0,0,4923,0.0,166.0,360.0,0.0,1,5.111987788356544,8.5016733797582,1
202,LP001682,1,1,3,1,0,3992,0.0,113.0,180.0,1.0,2,4.727387818712341,8.292047637431354,0
203,LP001688,1,1,1,1,0,3500,1083.0,135.0,360.0,1.0,2,4.90527477843843,8.160518247477505,1
204,LP001691,1,1,2,1,0,3917,0.0,124.0,360.0,1.0,1,4.820281565605037,8.27308133366583,1
205,LP001692,0,0,0,1,0,4408,0.0,120.0,360.0,1.0,1,4.787491742782046,8.391176350832751,1
206,LP001693,0,0,0,0,0,3244,0.0,80.0,360.0,1.0,2,4.382026634673881,8.084562415235304,1
207,LP001698,1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,0,4.007333185232471,8.287780027088433,1
208,LP001699,1,0,0,0,0,2479,0.0,59.0,360.0,1.0,2,4.07753744390572,7.8156105320351905,1
209,LP001702,1,0,0,0,0,3418,0.0,127.0,360.0,1.0,1,4.844187086458591,8.136810863675537,0
210,LP001708,0,0,0,0,0,10000,0.0,214.0,360.0,1.0,1,5.365976015021851,9.210340371976184,0
211,LP001711,1,1,3,0,0,3430,1250.0,128.0,360.0,0.0,1,4.852030263919617,8.140315540159985,0
212,LP001713,1,1,1,0,1,7787,0.0,240.0,360.0,1.0,2,5.480638923341991,8.960210955576986,1
213,LP001715,1,1,3,1,1,5703,0.0,130.0,360.0,1.0,0,4.867534450455582,8.648747631156539,1
214,LP001716,1,1,0,0,0,3173,3021.0,137.0,360.0,1.0,2,4.919980925828125,8.062432791583195,1
215,LP001720,1,1,3,1,0,3850,983.0,100.0,360.0,1.0,1,4.605170185988092,8.25582842728183,1
216,LP001722,1,1,0,0,0,150,1800.0,135.0,360.0,1.0,0,4.90527477843843,5.0106352940962555,0
217,LP001726,1,1,0,0,0,3727,1775.0,131.0,360.0,1.0,1,4.875197323201151,8.223358899479258,1
218,LP001732,1,1,2,0,0,5000,0.0,72.0,360.0,0.0,1,4.276666119016055,8.517193191416238,0
219,LP001734,0,1,2,0,0,4283,2383.0,127.0,360.0,1.0,1,4.844187086458591,8.36240897761537,1
220,LP001736,1,1,0,0,0,2221,0.0,60.0,360.0,0.0,2,4.0943445622221,7.7057128238944275,0
221,LP001743,1,1,2,0,0,4009,1717.0,116.0,360.0,1.0,1,4.7535901911063645,8.296297112642508,1
222,LP001744,1,0,0,0,0,2971,2791.0,144.0,360.0,1.0,1,4.969813299576001,7.9966538754626075,1
223,LP001749,1,1,0,0,0,7578,1010.0,175.0,360.0,1.0,1,5.1647859739235145,8.933004591578547,1
224,LP001750,1,1,0,0,0,6250,0.0,128.0,360.0,1.0,1,4.852030263919617,8.740336742730447,1
225,LP001751,1,1,0,0,0,3250,0.0,170.0,360.0,1.0,0,5.135798437050262,8.086410275323782,0
226,LP001754,1,1,0,1,1,4735,0.0,138.0,360.0,1.0,2,4.927253685157205,8.462737005620179,0
227,LP001758,1,1,2,0,0,6250,1695.0,210.0,360.0,1.0,1,5.3471075307174685,8.740336742730447,1
228,LP001760,1,1,0,0,0,4758,0.0,158.0,480.0,1.0,1,5.062595033026967,8.467582690862903,1
229,LP001761,1,0,0,0,1,6400,0.0,200.0,360.0,1.0,0,5.298317366548036,8.764053269347762,1
230,LP001765,1,1,1,0,0,2491,2054.0,104.0,360.0,1.0,1,4.6443908991413725,7.820439515262181,1
231,LP001768,1,1,0,0,0,3716,0.0,42.0,180.0,1.0,0,3.7376696182833684,8.22040309993373,1
232,LP001770,1,0,0,1,0,3189,2598.0,120.0,360.0,1.0,0,4.787491742782046,8.067462667010057,1
233,LP001776,0,0,0,0,0,8333,0.0,280.0,360.0,1.0,1,5.634789603169249,9.027978814382207,1
234,LP001778,1,1,1,0,0,3155,1779.0,140.0,360.0,1.0,1,4.941642422609304,8.056743774975313,1
235,LP001784,1,1,1,0,0,5500,1260.0,170.0,360.0,1.0,0,5.135798437050262,8.612503371220562,1
236,LP001786,1,1,0,0,0,5746,0.0,255.0,360.0,1.0,2,5.541263545158426,8.656259239539235,0
237,LP001788,0,0,0,0,1,3463,0.0,122.0,360.0,1.0,2,4.804021044733257,8.149890544402423,1
238,LP001790,0,0,1,0,0,3812,0.0,112.0,360.0,1.0,0,4.718498871295094,8.245909264774093,1
239,LP001792,1,1,1,0,0,3315,0.0,96.0,360.0,1.0,1,4.564348191467836,8.106212902619962,1
240,LP001798,1,1,2,0,0,5819,5000.0,120.0,360.0,1.0,0,4.787491742782046,8.66888370465667,1
241,LP001800,1,1,1,1,0,2510,1983.0,140.0,180.0,1.0,2,4.941642422609304,7.828038032125829,0
242,LP001806,1,0,0,0,0,2965,5701.0,155.0,60.0,1.0,2,5.043425116919247,7.994632311431825,1
